cell_id,station_id,province_code,area_code,date_hour,utc_time_ms,availability_pct,dl_traffic_gb,ul_traffic_gb,dl_throughput_mbps,ul_throughput_mbps,rrc_attempt,rrc_success,ho_attempt,ho_success,prb_dl_util_pct,latency_ms,packet_loss_pct,active_users,kpi_quality_flag
CELL010201,ST0102,DBN,KV1,2026-08-19-05,1787090400000,99.62,2.89,0.73,52.02,8.76,151,148,67,67,21.09,14.51,0.17,38,normal
CELL010201,ST0102,DBN,KV1,2026-08-19-06,1787094000000,99.9,2.88,0.65,51.84,7.8,105,100,69,67,21.31,26.85,0.12,119,normal
CELL010201,ST0102,DBN,KV1,2026-08-19-07,1787097600000,99.55,3.26,0.8,58.68,9.6,95,90,87,85,32.76,16.49,0.14,61,normal
CELL010201,ST0102,DBN,KV1,2026-08-19-08,1787101200000,99.34,3.69,1.24,66.42,14.88,119,115,28,28,41.67,29.41,0.08,137,normal
CELL010201,ST0102,DBN,KV1,2026-08-19-09,1787104800000,99.99,5.0,1.32,90.0,15.84,157,152,39,36,36.33,18.77,0.07,88,normal
CELL010201,ST0102,DBN,KV1,2026-08-19-10,1787108400000,99.58,3.22,1.02,57.96,12.24,173,168,73,73,39.68,26.09,0.16,92,normal
CELL010201,ST0102,DBN,KV1,2026-08-19-11,1787112000000,99.96,5.43,1.37,97.74,16.44,154,153,64,63,35.22,17.49,0.17,68,normal
CELL010201,ST0102,DBN,KV1,2026-08-19-12,1787115600000,99.8,4.72,1.79,84.96,21.48,130,128,26,23,33.25,19.78,0.18,147,normal
CELL010201,ST0102,DBN,KV1,2026-08-19-13,1787119200000,99.42,3.36,1.23,60.48,14.76,192,190,62,59,35.84,12.2,0.19,126,normal
CELL010201,ST0102,DBN,KV1,2026-08-19-14,1787122800000,99.33,4.43,1.04,79.74,12.48,161,157,85,84,31.9,24.69,0.17,111,normal
CELL010201,ST0102,DBN,KV1,2026-08-19-15,1787126400000,99.91,5.42,1.32,97.56,15.84,203,197,70,69,32.97,25.3,0.01,90,normal
CELL010201,ST0102,DBN,KV1,2026-08-19-16,1787130000000,99.59,3.58,1.11,64.44,13.32,197,192,86,83,27.91,14.78,0.07,137,normal
CELL010201,ST0102,DBN,KV1,2026-08-19-17,1787133600000,99.41,4.94,1.21,88.92,14.52,175,171,55,54,40.92,26.56,0.18,98,normal
CELL010201,ST0102,DBN,KV1,2026-08-19-18,1787137200000,99.71,5.76,2.19,103.68,26.28,195,192,51,50,60.75,20.2,0.07,118,normal
CELL010201,ST0102,DBN,KV1,2026-08-19-19,1787140800000,99.39,5.66,2.08,101.88,24.96,127,126,46,44,52.31,18.59,0.2,135,normal
CELL010201,ST0102,DBN,KV1,2026-08-19-20,1787144400000,99.53,6.27,1.97,112.86,23.64,111,110,49,46,51.78,23.58,0.12,149,normal
CELL010201,ST0102,DBN,KV1,2026-08-19-21,1787148000000,99.94,7.63,2.12,137.34,25.44,96,93,80,79,61.83,28.64,0.15,41,normal
CELL010201,ST0102,DBN,KV1,2026-08-19-22,1787151600000,99.67,5.28,1.38,95.04,16.56,187,184,41,38,56.88,24.35,0.14,74,normal
CELL010201,ST0102,DBN,KV1,2026-08-19-23,1787155200000,99.94,5.24,1.53,94.32,18.36,209,206,38,34,41.58,18.23,0.16,143,normal
CELL010201,ST0102,DBN,KV1,2026-08-20-00,1787158800000,99.63,2.5,0.73,45.0,8.76,131,127,59,57,11.42,14.95,0.16,152,normal
CELL010201,ST0102,DBN,KV1,2026-08-20-01,1787162400000,99.56,1.61,0.61,28.98,7.32,185,180,24,21,20.15,25.29,0.1,72,normal
CELL010201,ST0102,DBN,KV1,2026-08-20-02,1787166000000,99.24,2.61,0.65,46.98,7.8,88,82,73,72,16.35,28.61,0.01,110,normal
CELL010201,ST0102,DBN,KV1,2026-08-20-03,1787169600000,99.85,1.98,0.59,35.64,7.08,131,125,27,27,23.88,21.59,0.05,144,normal
CELL010201,ST0102,DBN,KV1,2026-08-20-04,1787173200000,99.38,2.1,0.57,37.8,6.84,106,103,25,24,26.98,16.49,0.06,99,normal
CELL010201,ST0102,DBN,KV1,2026-08-20-05,1787176800000,99.39,2.92,0.88,52.56,10.56,182,180,66,62,26.77,25.21,0.11,91,normal
CELL010201,ST0102,DBN,KV1,2026-08-20-06,1787180400000,99.93,1.58,0.38,28.44,4.56,97,96,53,52,22.41,13.95,0.11,105,normal
CELL010201,ST0102,DBN,KV1,2026-08-20-07,1787184000000,99.56,4.08,1.49,73.44,17.88,118,112,86,86,28.4,18.39,0.09,68,normal
CELL010201,ST0102,DBN,KV1,2026-08-20-08,1787187600000,99.4,3.58,1.3,64.44,15.6,115,109,21,18,31.09,26.1,0.1,158,normal
CELL010201,ST0102,DBN,KV1,2026-08-20-09,1787191200000,99.56,5.26,1.23,94.68,14.76,84,81,39,38,33.07,19.11,0.17,131,normal
CELL010201,ST0102,DBN,KV1,2026-08-20-10,1787194800000,99.79,2.91,1.06,52.38,12.72,89,86,48,45,31.24,22.8,0.07,112,normal
CELL010201,ST0102,DBN,KV1,2026-08-20-11,1787198400000,99.7,4.29,1.08,77.22,12.96,194,193,70,66,38.12,25.46,0.13,158,normal
CELL010201,ST0102,DBN,KV1,2026-08-20-12,1787202000000,99.35,3.53,1.09,63.54,13.08,210,204,83,79,38.34,26.6,0.03,145,normal
CELL010201,ST0102,DBN,KV1,2026-08-20-13,1787205600000,99.47,2.81,0.74,50.58,8.88,96,92,89,86,30.36,14.4,0.17,72,normal
CELL010201,ST0102,DBN,KV1,2026-08-20-14,1787209200000,99.72,2.92,0.89,52.56,10.68,169,165,47,46,35.49,22.22,0.01,31,normal
CELL010201,ST0102,DBN,KV1,2026-08-20-15,1787212800000,99.55,5.47,1.49,98.46,17.88,90,87,87,85,36.99,13.25,0.13,51,normal
CELL010201,ST0102,DBN,KV1,2026-08-20-16,1787216400000,99.33,3.45,0.95,62.1,11.4,81,80,50,46,37.12,20.15,0.04,38,normal
CELL010201,ST0102,DBN,KV1,2026-08-20-17,1787220000000,99.33,4.47,1.62,80.46,19.44,184,181,74,71,35.08,28.89,0.18,47,normal
CELL010201,ST0102,DBN,KV1,2026-08-20-18,1787223600000,99.39,6.46,2.04,116.28,24.48,191,187,50,47,58.7,22.28,0.15,33,normal
CELL010201,ST0102,DBN,KV1,2026-08-20-19,1787227200000,99.43,6.12,1.45,110.16,17.4,122,121,42,42,52.61,29.98,0.15,43,normal
CELL010201,ST0102,DBN,KV1,2026-08-20-20,1787230800000,99.82,6.57,2.38,118.26,28.56,163,157,61,61,60.01,20.64,0.03,113,normal
CELL010201,ST0102,DBN,KV1,2026-08-20-21,1787234400000,99.82,5.25,1.27,94.5,15.24,220,214,49,49,48.63,29.35,0.08,122,normal
CELL010201,ST0102,DBN,KV1,2026-08-20-22,1787238000000,99.81,4.44,1.42,79.92,17.04,147,143,37,36,61.74,29.64,0.16,60,normal
CELL010201,ST0102,DBN,KV1,2026-08-20-23,1787241600000,99.55,4.2,1.07,75.6,12.84,99,95,48,45,31.88,19.05,0.11,154,normal
CELL010202,ST0102,DBN,KV1,2026-08-18-00,1786986000000,99.56,1.52,0.58,27.36,6.96,184,181,30,27,17.89,28.43,0.02,58,normal
CELL010202,ST0102,DBN,KV1,2026-08-18-01,1786989600000,99.3,1.54,0.54,27.72,6.48,129,128,54,54,24.91,27.48,0.09,53,normal
CELL010202,ST0102,DBN,KV1,2026-08-18-02,1786993200000,99.2,1.28,0.48,23.04,5.76,83,78,23,22,24.58,12.94,0.1,128,normal
CELL010202,ST0102,DBN,KV1,2026-08-18-03,1786996800000,99.23,1.64,0.4,29.52,4.8,129,127,79,75,25.63,16.61,0.14,84,normal
CELL010202,ST0102,DBN,KV1,2026-08-18-04,1787000400000,99.83,1.85,0.59,33.3,7.08,101,95,23,22,16.65,27.86,0.18,127,normal
CELL010202,ST0102,DBN,KV1,2026-08-18-05,1787004000000,99.54,1.82,0.46,32.76,5.52,191,185,49,45,22.28,20.53,0.02,149,normal
CELL010202,ST0102,DBN,KV1,2026-08-18-06,1787007600000,99.25,1.06,0.36,19.08,4.32,166,161,66,65,19.8,12.56,0.05,121,normal
CELL010202,ST0102,DBN,KV1,2026-08-18-07,1787011200000,99.7,2.11,0.77,37.98,9.24,199,196,44,43,40.36,26.03,0.18,156,normal
CELL010202,ST0102,DBN,KV1,2026-08-18-08,1787014800000,99.83,2.7,0.63,48.6,7.56,94,92,84,84,31.12,25.4,0.16,54,normal
CELL010202,ST0102,DBN,KV1,2026-08-18-09,1787018400000,99.88,2.48,0.77,44.64,9.24,194,189,86,85,37.93,21.86,0.06,142,normal
CELL010202,ST0102,DBN,KV1,2026-08-18-10,1787022000000,99.29,1.91,0.58,34.38,6.96,106,102,59,58,34.59,22.76,0.19,53,normal
CELL010202,ST0102,DBN,KV1,2026-08-18-11,1787025600000,99.38,2.74,0.91,49.32,10.92,138,134,33,29,27.28,15.57,0.01,140,normal
CELL010202,ST0102,DBN,KV1,2026-08-18-12,1787029200000,99.81,3.03,1.15,54.54,13.8,179,175,29,27,38.04,27.68,0.2,138,normal
CELL010202,ST0102,DBN,KV1,2026-08-18-13,1787032800000,99.53,3.22,0.99,57.96,11.88,88,86,68,68,39.13,25.32,0.13,33,normal
CELL010202,ST0102,DBN,KV1,2026-08-18-14,1787036400000,99.93,2.94,1.01,52.92,12.12,89,83,63,61,28.85,18.65,0.06,54,normal
CELL010202,ST0102,DBN,KV1,2026-08-18-15,1787040000000,99.99,3.15,0.76,56.7,9.12,191,189,78,76,30.6,28.18,0.13,117,normal
CELL010202,ST0102,DBN,KV1,2026-08-18-16,1787043600000,99.29,2.84,0.89,51.12,10.68,183,182,20,19,38.38,19.64,0.18,140,normal
CELL010202,ST0102,DBN,KV1,2026-08-18-17,1787047200000,99.89,1.83,0.49,32.94,5.88,188,187,39,38,27.26,15.15,0.07,77,normal
CELL010202,ST0102,DBN,KV1,2026-08-18-18,1787050800000,99.97,4.86,1.38,87.48,16.56,167,162,46,43,47.79,17.63,0.15,102,normal
CELL010202,ST0102,DBN,KV1,2026-08-18-19,1787054400000,99.3,3.46,0.78,62.28,9.36,95,91,82,80,47.82,27.13,0.2,95,normal
CELL010202,ST0102,DBN,KV1,2026-08-18-20,1787058000000,99.73,4.74,1.24,85.32,14.88,170,166,23,21,46.31,19.51,0.01,128,normal
CELL010202,ST0102,DBN,KV1,2026-08-18-21,1787061600000,99.58,4.19,1.22,75.42,14.64,94,91,46,45,51.08,14.18,0.12,54,normal
CELL010202,ST0102,DBN,KV1,2026-08-18-22,1787065200000,99.66,2.86,1.06,51.48,12.72,129,124,25,24,58.63,26.8,0.03,64,normal
CELL010202,ST0102,DBN,KV1,2026-08-18-23,1787068800000,99.42,2.77,0.94,49.86,11.28,178,176,25,23,27.31,25.72,0.02,130,normal
CELL010202,ST0102,DBN,KV1,2026-08-19-00,1787072400000,99.74,1.7,0.64,30.6,7.68,100,99,79,77,21.1,15.21,0.13,50,normal
CELL010202,ST0102,DBN,KV1,2026-08-19-01,1787076000000,99.31,1.11,0.37,19.98,4.44,78,72,56,55,27.05,16.99,0.15,55,normal
CELL010202,ST0102,DBN,KV1,2026-08-19-02,1787079600000,99.24,1.02,0.24,18.36,2.88,214,210,67,64,12.1,23.28,0.03,83,normal
CELL010202,ST0102,DBN,KV1,2026-08-19-03,1787083200000,99.67,1.09,0.26,19.62,3.12,108,107,21,21,19.94,18.23,0.1,113,normal
CELL010202,ST0102,DBN,KV1,2026-08-19-04,1787086800000,99.74,1.56,0.56,28.08,6.72,154,148,42,39,22.6,21.64,0.13,127,normal
CELL010202,ST0102,DBN,KV1,2026-08-19-05,1787090400000,99.75,1.01,0.27,18.18,3.24,204,200,27,26,21.68,17.29,0.09,111,normal
CELL010202,ST0102,DBN,KV1,2026-08-19-06,1787094000000,99.72,1.4,0.33,25.2,3.96,173,167,45,44,16.83,20.55,0.06,50,normal
CELL010202,ST0102,DBN,KV1,2026-08-19-07,1787097600000,99.93,2.02,0.57,36.36,6.84,171,166,25,25,33.43,17.54,0.18,67,normal
CELL010202,ST0102,DBN,KV1,2026-08-19-08,1787101200000,99.22,1.76,0.58,31.68,6.96,92,89,63,60,35.11,29.72,0.15,74,normal
CELL010202,ST0102,DBN,KV1,2026-08-19-09,1787104800000,99.69,1.85,0.57,33.3,6.84,151,146,52,49,33.7,21.36,0.01,63,normal
CELL010202,ST0102,DBN,KV1,2026-08-19-10,1787108400000,99.42,2.61,0.75,46.98,9.0,198,193,63,62,28.25,20.92,0.09,139,normal
CELL010202,ST0102,DBN,KV1,2026-08-19-11,1787112000000,99.9,3.05,1.09,54.9,13.08,120,118,22,22,41.17,19.49,0.18,111,normal
CELL010202,ST0102,DBN,KV1,2026-08-19-12,1787115600000,99.7,2.6,0.75,46.8,9.0,95,90,45,41,29.48,14.17,0.16,51,normal
CELL010202,ST0102,DBN,KV1,2026-08-19-13,1787119200000,99.99,2.07,0.58,37.26,6.96,169,166,50,46,27.88,12.22,0.14,140,normal
CELL010202,ST0102,DBN,KV1,2026-08-19-14,1787122800000,99.92,2.15,0.65,38.7,7.8,119,118,36,34,36.18,18.05,0.12,98,normal
CELL010202,ST0102,DBN,KV1,2026-08-19-15,1787126400000,99.57,1.77,0.51,31.86,6.12,206,202,20,17,37.23,29.56,0.01,65,normal
CELL010202,ST0102,DBN,KV1,2026-08-19-16,1787130000000,99.26,2.61,0.6,46.98,7.2,85,82,90,86,29.65,23.93,0.12,132,normal
CELL010202,ST0102,DBN,KV1,2026-08-19-17,1787133600000,99.53,2.46,0.82,44.28,9.84,173,169,74,70,28.1,16.12,0.08,77,normal
CELL010202,ST0102,DBN,KV1,2026-08-19-18,1787137200000,99.83,3.3,1.22,59.4,14.64,121,115,40,40,60.48,12.42,0.09,71,normal
CELL010202,ST0102,DBN,KV1,2026-08-19-19,1787140800000,99.78,4.49,1.53,80.82,18.36,182,181,78,74,46.79,17.14,0.03,126,normal
CELL010202,ST0102,DBN,KV1,2026-08-19-20,1787144400000,99.26,4.48,1.03,80.64,12.36,203,198,80,76,58.6,22.47,0.19,139,normal
CELL010202,ST0102,DBN,KV1,2026-08-19-21,1787148000000,99.64,3.53,0.94,63.54,11.28,96,95,72,69,49.04,15.84,0.1,32,normal
CELL010202,ST0102,DBN,KV1,2026-08-19-22,1787151600000,99.33,2.68,0.84,48.24,10.08,76,75,87,85,53.37,13.62,0.04,37,normal
CELL010202,ST0102,DBN,KV1,2026-08-19-23,1787155200000,99.92,2.04,0.6,36.72,7.2,201,200,46,46,28.8,16.57,0.08,71,normal
CELL010202,ST0102,DBN,KV1,2026-08-20-00,1787158800000,99.78,1.26,0.36,22.68,4.32,216,215,50,48,14.19,26.02,0.11,144,normal
CELL010202,ST0102,DBN,KV1,2026-08-20-01,1787162400000,99.85,1.6,0.44,28.8,5.28,146,140,73,73,22.37,12.68,0.11,54,normal
CELL010202,ST0102,DBN,KV1,2026-08-20-02,1787166000000,99.33,0.95,0.31,17.1,3.72,122,119,52,49,19.42,21.78,0.19,64,normal
CELL010202,ST0102,DBN,KV1,2026-08-20-03,1787169600000,99.68,1.36,0.36,24.48,4.32,215,209,21,17,25.15,22.36,0.06,102,normal
CELL010202,ST0102,DBN,KV1,2026-08-20-04,1787173200000,99.62,1.09,0.24,19.62,2.88,188,184,49,45,22.12,27.45,0.19,67,normal
CELL010202,ST0102,DBN,KV1,2026-08-20-05,1787176800000,99.68,0.97,0.23,17.46,2.76,111,106,48,46,15.74,13.83,0.05,110,normal
CELL010202,ST0102,DBN,KV1,2026-08-20-06,1787180400000,99.54,1.31,0.37,23.58,4.44,187,186,58,54,13.4,13.29,0.09,140,normal
CELL010202,ST0102,DBN,KV1,2026-08-20-07,1787184000000,99.46,2.72,0.81,48.96,9.72,123,118,45,44,39.7,15.71,0.02,82,normal
CELL010202,ST0102,DBN,KV1,2026-08-20-08,1787187600000,99.81,2.77,0.93,49.86,11.16,191,185,55,53,30.35,22.37,0.12,51,normal
CELL010202,ST0102,DBN,KV1,2026-08-20-09,1787191200000,99.53,3.02,0.71,54.36,8.52,81,75,72,70,39.85,13.86,0.03,69,normal
CELL010202,ST0102,DBN,KV1,2026-08-20-10,1787194800000,99.29,1.69,0.41,30.42,4.92,155,149,52,49,29.74,23.03,0.17,111,normal
CELL010202,ST0102,DBN,KV1,2026-08-20-11,1787198400000,99.98,2.81,0.74,50.58,8.88,220,214,88,85,36.89,15.53,0.2,108,normal
CELL010202,ST0102,DBN,KV1,2026-08-20-12,1787202000000,99.99,2.05,0.55,36.9,6.6,146,142,39,36,36.4,23.63,0.03,98,normal
CELL010202,ST0102,DBN,KV1,2026-08-20-13,1787205600000,99.99,2.79,1.02,50.22,12.24,78,73,74,73,38.23,28.89,0.11,135,normal
CELL010202,ST0102,DBN,KV1,2026-08-20-14,1787209200000,99.54,3.38,0.86,60.84,10.32,105,99,31,28,36.85,22.53,0.1,117,normal
CELL010202,ST0102,DBN,KV1,2026-08-20-15,1787212800000,99.73,3.27,0.98,58.86,11.76,178,175,77,76,27.25,26.8,0.07,112,normal
CELL010202,ST0102,DBN,KV1,2026-08-20-16,1787216400000,99.59,2.13,0.74,38.34,8.88,181,178,66,66,34.01,22.72,0.17,121,normal
CELL010202,ST0102,DBN,KV1,2026-08-20-17,1787220000000,99.78,3.3,0.79,59.4,9.48,157,152,63,63,32.01,21.36,0.1,34,normal
CELL010202,ST0102,DBN,KV1,2026-08-20-18,1787223600000,99.31,4.12,0.97,74.16,11.64,170,167,42,38,47.91,19.03,0.17,128,normal
CELL010202,ST0102,DBN,KV1,2026-08-20-19,1787227200000,99.84,2.96,0.89,53.28,10.68,182,177,67,67,52.06,19.46,0.19,109,normal
CELL010202,ST0102,DBN,KV1,2026-08-20-20,1787230800000,99.23,3.05,1.11,54.9,13.32,140,137,45,42,59.6,22.05,0.03,77,normal
CELL010202,ST0102,DBN,KV1,2026-08-20-21,1787234400000,100.0,3.39,0.83,61.02,9.96,112,106,87,85,51.92,25.82,0.17,102,normal
CELL010202,ST0102,DBN,KV1,2026-08-20-22,1787238000000,99.31,4.9,1.44,88.2,17.28,73,69,77,75,47.04,21.98,0.05,150,normal
CELL010202,ST0102,DBN,KV1,2026-08-20-23,1787241600000,99.58,2.66,0.87,47.88,10.44,137,135,60,59,37.07,21.43,0.1,131,normal
CELL020101,ST0201,SLA,KV1,2026-08-18-00,1786986000000,99.94,5.38,1.81,96.84,21.72,130,124,58,54,14.02,21.86,0.01,137,normal
CELL020101,ST0201,SLA,KV1,2026-08-18-01,1786989600000,99.78,8.25,2.27,148.5,27.24,108,105,88,88,14.75,17.83,0.05,48,normal
CELL020101,ST0201,SLA,KV1,2026-08-18-02,1786993200000,99.61,7.73,2.76,139.14,33.12,123,121,61,60,20.87,25.58,0.08,68,normal
CELL020101,ST0201,SLA,KV1,2026-08-18-03,1786996800000,99.5,5.61,2.12,100.98,25.44,216,213,66,63,16.19,25.65,0.11,147,normal
CELL020101,ST0201,SLA,KV1,2026-08-18-04,1787000400000,99.39,5.44,1.32,97.92,15.84,71,68,52,52,24.17,25.71,0.02,47,normal
CELL020101,ST0201,SLA,KV1,2026-08-18-05,1787004000000,99.26,4.99,1.69,89.82,20.28,93,89,73,72,12.8,15.91,0.13,139,normal
CELL020101,ST0201,SLA,KV1,2026-08-18-06,1787007600000,99.41,5.67,1.37,102.06,16.44,85,83,66,62,26.43,25.69,0.12,41,normal
CELL020101,ST0201,SLA,KV1,2026-08-18-07,1787011200000,99.54,15.15,4.78,272.7,57.36,209,204,25,21,33.1,23.99,0.08,155,normal
CELL020101,ST0201,SLA,KV1,2026-08-18-08,1787014800000,99.65,11.15,3.15,200.7,37.8,178,173,21,18,31.03,20.43,0.05,100,normal
CELL020101,ST0201,SLA,KV1,2026-08-18-09,1787018400000,99.82,10.26,2.51,184.68,30.12,83,80,87,86,39.62,27.31,0.04,98,normal
CELL020101,ST0201,SLA,KV1,2026-08-18-10,1787022000000,99.46,12.19,3.83,219.42,45.96,188,185,43,42,42.36,12.55,0.16,155,normal
CELL020101,ST0201,SLA,KV1,2026-08-18-11,1787025600000,99.5,12.95,4.57,233.1,54.84,92,90,77,74,29.28,28.93,0.17,82,normal
CELL020101,ST0201,SLA,KV1,2026-08-18-12,1787029200000,99.23,10.65,2.44,191.7,29.28,79,74,71,71,33.79,17.2,0.2,76,normal
CELL020101,ST0201,SLA,KV1,2026-08-18-13,1787032800000,99.27,9.58,2.33,172.44,27.96,129,125,57,55,42.96,18.46,0.16,90,normal
CELL020101,ST0201,SLA,KV1,2026-08-18-14,1787036400000,99.25,15.55,5.25,279.9,63.0,212,208,83,82,30.42,29.1,0.12,85,normal
CELL020101,ST0201,SLA,KV1,2026-08-18-15,1787040000000,99.5,8.88,2.54,159.84,30.48,185,183,61,60,42.34,12.36,0.12,106,normal
CELL020101,ST0201,SLA,KV1,2026-08-18-16,1787043600000,99.56,9.58,2.53,172.44,30.36,160,156,75,72,34.18,16.04,0.17,125,normal
CELL020101,ST0201,SLA,KV1,2026-08-18-17,1787047200000,99.81,15.31,4.88,275.58,58.56,172,169,72,68,42.48,21.7,0.13,131,normal
CELL020101,ST0201,SLA,KV1,2026-08-18-18,1787050800000,99.42,13.7,5.14,246.6,61.68,194,191,76,74,51.1,12.37,0.13,58,normal
CELL020101,ST0201,SLA,KV1,2026-08-18-19,1787054400000,99.74,13.11,3.58,235.98,42.96,207,201,32,29,54.61,23.18,0.11,129,normal
CELL020101,ST0201,SLA,KV1,2026-08-18-20,1787058000000,99.89,18.87,4.96,339.66,59.52,213,207,58,58,52.52,25.55,0.2,122,normal
CELL020101,ST0201,SLA,KV1,2026-08-18-21,1787061600000,99.39,15.81,3.61,284.58,43.32,70,67,69,67,47.07,28.91,0.2,40,normal
CELL020101,ST0201,SLA,KV1,2026-08-18-22,1787065200000,99.47,19.33,4.68,347.94,56.16,172,171,56,55,50.42,29.83,0.02,39,normal
CELL020101,ST0201,SLA,KV1,2026-08-18-23,1787068800000,99.29,15.39,5.57,277.02,66.84,178,177,48,44,41.9,12.95,0.19,49,normal
CELL020101,ST0201,SLA,KV1,2026-08-19-00,1787072400000,99.38,4.53,1.05,81.54,12.6,126,124,35,33,23.27,12.18,0.09,126,normal
CELL020101,ST0201,SLA,KV1,2026-08-19-01,1787076000000,99.91,8.17,2.39,147.06,28.68,205,202,61,61,16.95,19.7,0.17,157,normal
CELL020101,ST0201,SLA,KV1,2026-08-19-02,1787079600000,99.65,7.6,2.49,136.8,29.88,173,168,90,88,11.81,27.72,0.2,107,normal
CELL020101,ST0201,SLA,KV1,2026-08-19-03,1787083200000,99.52,6.03,2.08,108.54,24.96,101,99,31,29,20.48,23.01,0.05,55,normal
CELL020101,ST0201,SLA,KV1,2026-08-19-04,1787086800000,99.8,6.78,1.85,122.04,22.2,212,207,73,70,15.48,17.76,0.19,89,normal
CELL020101,ST0201,SLA,KV1,2026-08-19-05,1787090400000,99.64,6.87,2.19,123.66,26.28,138,136,22,19,26.49,24.45,0.05,51,normal
CELL020101,ST0201,SLA,KV1,2026-08-19-06,1787094000000,99.44,5.47,1.31,98.46,15.72,159,155,39,36,21.08,14.57,0.09,111,normal
CELL020101,ST0201,SLA,KV1,2026-08-19-07,1787097600000,99.31,12.85,4.68,231.3,56.16,190,188,23,23,42.18,13.91,0.02,70,normal
CELL020101,ST0201,SLA,KV1,2026-08-19-08,1787101200000,99.92,12.68,4.09,228.24,49.08,192,189,44,43,38.98,21.37,0.06,65,normal
CELL020101,ST0201,SLA,KV1,2026-08-19-09,1787104800000,99.21,7.85,2.06,141.3,24.72,218,217,52,51,40.02,27.93,0.12,134,normal
CELL020101,ST0201,SLA,KV1,2026-08-19-10,1787108400000,99.46,10.76,2.55,193.68,30.6,79,73,79,76,40.98,28.94,0.01,101,normal
CELL020101,ST0201,SLA,KV1,2026-08-19-11,1787112000000,99.49,14.22,3.63,255.96,43.56,70,69,54,53,36.32,23.54,0.12,134,normal
CELL020101,ST0201,SLA,KV1,2026-08-19-12,1787115600000,99.66,9.25,2.4,166.5,28.8,112,107,80,80,33.12,20.85,0.18,141,normal
CELL020101,ST0201,SLA,KV1,2026-08-19-13,1787119200000,99.21,8.24,2.31,148.32,27.72,135,133,83,80,27.79,27.59,0.19,51,normal
CELL020101,ST0201,SLA,KV1,2026-08-19-14,1787122800000,99.82,8.77,2.16,157.86,25.92,126,123,32,30,40.37,14.58,0.1,117,normal
CELL020101,ST0201,SLA,KV1,2026-08-19-15,1787126400000,99.85,10.88,3.5,195.84,42.0,84,83,27,26,42.93,16.2,0.19,50,normal
CELL020101,ST0201,SLA,KV1,2026-08-19-16,1787130000000,99.86,10.39,2.34,187.02,28.08,120,115,23,23,35.29,29.66,0.02,135,normal
CELL020101,ST0201,SLA,KV1,2026-08-19-17,1787133600000,99.32,9.2,2.29,165.6,27.48,180,178,74,71,33.44,24.94,0.01,67,normal
CELL020101,ST0201,SLA,KV1,2026-08-19-18,1787137200000,99.51,12.56,4.69,226.08,56.28,90,86,90,89,55.73,25.32,0.17,79,normal
CELL020101,ST0201,SLA,KV1,2026-08-19-19,1787140800000,99.47,15.28,4.32,275.04,51.84,149,147,66,66,46.89,17.4,0.13,129,normal
CELL020101,ST0201,SLA,KV1,2026-08-19-20,1787144400000,99.22,16.45,4.51,296.1,54.12,184,181,62,61,51.91,17.63,0.03,73,normal
CELL020101,ST0201,SLA,KV1,2026-08-19-21,1787148000000,99.45,21.56,6.19,388.08,74.28,170,167,72,72,54.51,18.17,0.16,93,normal
CELL020101,ST0201,SLA,KV1,2026-08-19-22,1787151600000,99.26,19.35,4.36,348.3,52.32,188,183,72,68,48.8,20.55,0.04,40,normal
CELL020101,ST0201,SLA,KV1,2026-08-19-23,1787155200000,99.33,11.16,3.58,200.88,42.96,214,208,83,83,36.49,12.8,0.09,50,normal
CELL020101,ST0201,SLA,KV1,2026-08-20-00,1787158800000,99.76,4.53,1.05,81.54,12.6,75,69,67,63,11.87,21.44,0.19,59,normal
CELL020101,ST0201,SLA,KV1,2026-08-20-01,1787162400000,99.53,5.19,1.66,93.42,19.92,93,89,47,46,21.01,19.0,0.16,64,normal
CELL020101,ST0201,SLA,KV1,2026-08-20-02,1787166000000,99.47,8.51,2.31,153.18,27.72,74,72,86,85,12.8,29.13,0.15,104,normal
CELL020101,ST0201,SLA,KV1,2026-08-20-03,1787169600000,99.54,4.95,1.24,89.1,14.88,186,180,20,18,13.36,27.99,0.06,120,normal
CELL020101,ST0201,SLA,KV1,2026-08-20-04,1787173200000,99.61,6.15,2.25,110.7,27.0,158,156,90,89,17.35,24.13,0.08,140,normal
CELL020101,ST0201,SLA,KV1,2026-08-20-05,1787176800000,99.97,4.57,1.03,82.26,12.36,90,85,45,41,11.74,28.4,0.11,67,normal
CELL020101,ST0201,SLA,KV1,2026-08-20-06,1787180400000,100.0,4.59,1.26,82.62,15.12,159,157,59,55,26.89,23.86,0.2,126,normal
CELL020101,ST0201,SLA,KV1,2026-08-20-07,1787184000000,99.61,13.54,4.99,243.72,59.88,189,185,33,29,40.16,20.51,0.07,59,normal
CELL020101,ST0201,SLA,KV1,2026-08-20-08,1787187600000,99.31,7.81,2.8,140.58,33.6,115,112,39,35,31.27,28.33,0.08,46,normal
CELL020101,ST0201,SLA,KV1,2026-08-20-09,1787191200000,99.53,14.99,5.03,269.82,60.36,208,202,58,54,32.56,27.55,0.04,157,normal
CELL020101,ST0201,SLA,KV1,2026-08-20-10,1787194800000,99.53,13.76,3.51,247.68,42.12,192,187,24,21,38.96,14.98,0.06,32,normal
CELL020101,ST0201,SLA,KV1,2026-08-20-11,1787198400000,99.85,15.56,4.73,280.08,56.76,91,87,78,78,29.18,27.44,0.13,79,normal
